id,Volcano Name,Country,Type,Last Known Eruption,Region,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting
339,Toshima,Japan,Stratovolcano,4550 BCE,"Izu, Volcano, and Mariana Islands",34.52,139.28,508.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
340,Niijima,Japan,Lava dome(s),886 CE,"Izu, Volcano, and Mariana Islands",34.4,139.27,432.0,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
341,Kozushima,Japan,Lava dome(s),838 CE,"Izu, Volcano, and Mariana Islands",34.22,139.15,572.0,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
342,Miyakejima,Japan,Stratovolcano,2010 CE,"Izu, Volcano, and Mariana Islands",34.09,139.53,775.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
343,Mikurajima,Japan,Stratovolcano,4100 BCE,"Izu, Volcano, and Mariana Islands",33.87,139.6,851.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
344,Hachijojima,Japan,Stratovolcano(es),1606 CE,"Izu, Volcano, and Mariana Islands",33.14,139.77,854.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
345,Aogashima,Japan,Stratovolcano,1785 CE,"Izu, Volcano, and Mariana Islands",32.46,139.76,423.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
346,Myojinsho,Japan,Submarine,1970 CE,"Izu, Volcano, and Mariana Islands",31.89,139.92,11.0,Dacite,Subduction zone / Oceanic crust (< 15 km)
347,Sumisujima,Japan,Submarine,1916 CE,"Izu, Volcano, and Mariana Islands",31.44,140.05,136.0,Dacite,Subduction zone / Oceanic crust (< 15 km)
348,Izu-Torishima,Japan,Stratovolcano,2002 CE,"Izu, Volcano, and Mariana Islands",30.48,140.3,394.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
349,Nishinoshima,Japan,Caldera,2020 CE,"Izu, Volcano, and Mariana Islands",27.25,140.87,25.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
350,Kaitoku Seamount,Japan,Submarine,1984 CE,"Izu, Volcano, and Mariana Islands",26.13,141.1,-95.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
351,Kita-Ioto,Japan,Stratovolcano,1945 CE,"Izu, Volcano, and Mariana Islands",25.42,141.28,792.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
352,Ioto,Japan,Caldera,2012 CE,"Izu, Volcano, and Mariana Islands",24.75,141.29,169.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Crustal thickness unknown
353,Kita-Fukutokutai,Japan,Submarine,1954 CE,"Izu, Volcano, and Mariana Islands",24.42,141.42,-73.0,No Data (checked),Subduction zone / Crustal thickness unknown
354,Fukutoku-Oka-no-Ba,Japan,Submarine,2010 CE,"Izu, Volcano, and Mariana Islands",24.29,141.48,-29.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Crustal thickness unknown
355,Minami-Hiyoshi,Japan,Submarine,1975 CE,"Izu, Volcano, and Mariana Islands",23.5,141.94,-107.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Crustal thickness unknown
356,Fukujin,United States,Submarine,1974 CE,"Izu, Volcano, and Mariana Islands",21.93,143.47,-217.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
357,Kasuga 1,United States,Submarine,1959 CE,"Izu, Volcano, and Mariana Islands",21.77,143.71,-598.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
358,Farallon de Pajaros,United States,Stratovolcano,1967 CE,"Izu, Volcano, and Mariana Islands",20.55,144.89,337.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
359,Ahyi,United States,Submarine,2014 CE,"Izu, Volcano, and Mariana Islands",20.42,145.03,-75.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
360,Supply Reef,United States,Submarine,1989 CE,"Izu, Volcano, and Mariana Islands",20.13,145.1,-8.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
361,Asuncion,United States,Stratovolcano,1906 CE,"Izu, Volcano, and Mariana Islands",19.67,145.41,857.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
362,Agrigan,United States,Stratovolcano,1917 CE,"Izu, Volcano, and Mariana Islands",18.77,145.67,965.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
363,Pagan,United States,Stratovolcano(es),2012 CE,"Izu, Volcano, and Mariana Islands",18.13,145.8,570.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
364,Alamagan,United States,Stratovolcano,870 CE,"Izu, Volcano, and Mariana Islands",17.6,145.83,744.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
365,Guguan,United States,Stratovolcano,1883 CE,"Izu, Volcano, and Mariana Islands",17.31,145.85,287.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
366,South Sarigan Seamount,United States,Submarine,2010 CE,"Izu, Volcano, and Mariana Islands",16.58,145.78,-184.0,No Data (checked),Subduction zone / Crustal thickness unknown
367,Anatahan,United States,Stratovolcano,2008 CE,"Izu, Volcano, and Mariana Islands",16.35,145.67,790.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
368,Ruby,United States,Submarine,1995 CE,"Izu, Volcano, and Mariana Islands",15.62,145.57,-230.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
369,NW Rota-1,United States,Submarine,2010 CE,"Izu, Volcano, and Mariana Islands",14.6,144.78,-517.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
370,Oshima-Oshima,Japan,Stratovolcano,1790 CE,Hokkaido,41.51,139.37,732.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
371,Esan,Japan,Lava dome(s),1874 CE,Hokkaido,41.81,141.17,618.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
372,Hokkaido-Komagatake,Japan,Stratovolcano,2000 CE,Hokkaido,42.06,140.68,1131.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
373,Toya,Japan,Stratovolcano,2001 CE,Hokkaido,42.54,140.84,733.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
374,Niseko,Japan,Stratovolcano(es),4900 BCE,Hokkaido,42.88,140.66,1308.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
375,Yoteizan,Japan,Stratovolcano,1050 BCE,Hokkaido,42.83,140.81,1888.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
376,Kuttara,Japan,Stratovolcano(es),1820 CE,Hokkaido,42.49,141.16,549.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
377,Shikotsu,Japan,Caldera,1979 CE,Hokkaido,42.69,141.38,1320.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
378,Rishirizan,Japan,Stratovolcano,5830 BCE,Hokkaido,45.18,141.24,1721.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
379,Tokachidake,Japan,Stratovolcano(es),2004 CE,Hokkaido,43.42,142.69,2077.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
380,Taisetsuzan,Japan,Stratovolcano(es),1739 CE,Hokkaido,43.66,142.85,2291.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
381,Maruyama,Japan,Stratovolcano(es),1898 CE,Hokkaido,43.42,143.03,2013.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
382,Akan,Japan,Caldera,2008 CE,Hokkaido,43.38,144.01,1499.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
383,Kussharo,Japan,Caldera,1320 CE,Hokkaido,43.62,144.43,574.0,Dacite,Subduction zone / Continental crust (>25 km)
384,Mashu,Japan,Caldera,1080 CE,Hokkaido,43.57,144.56,857.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
385,Rausudake,Japan,Stratovolcano,1800 CE,Hokkaido,44.08,145.12,1660.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
386,Shiretoko-Iozan,Japan,Stratovolcano,1936 CE,Hokkaido,44.13,145.16,1562.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
387,Tomariyama [Golovnin],Japan - administered by Russia,Caldera,1848 CE,Kuril Islands,43.84,145.5,535.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
388,Raususan [Mendeleev],Japan - administered by Russia,Stratovolcano,1880 CE,Kuril Islands,43.98,145.73,882.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
389,Chachadake [Tiatia],Japan - administered by Russia,Stratovolcano,1981 CE,Kuril Islands,44.35,146.25,1822.0,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km)
390,Moekeshiwan [Lvinaya Past],Japan - administered by Russia,Stratovolcano,7480 BCE,Kuril Islands,44.61,146.99,528.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
391,Etorofu-Atosanupuri [Atosanupuri],Japan - administered by Russia,Stratovolcano,1932 CE,Kuril Islands,44.81,147.13,1206.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
392,Etorofu-Yakeyama [Grozny Group],Japan - administered by Russia,Complex(es),2013 CE,Kuril Islands,45.01,147.87,1158.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
393,Sashiusudake [Baransky],Japan - administered by Russia,Stratovolcano,1951 CE,Kuril Islands,45.1,148.02,1125.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
394,Chirippusan [Chirip],Japan - administered by Russia,Stratovolcano(es),1860 CE,Kuril Islands,45.34,147.92,1587.0,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km)
395,Moyorodake [Medvezhia],Japan - administered by Russia,Stratovolcano,1999 CE,Kuril Islands,45.39,148.84,1124.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
396,Kolokol Group,Russia,Stratovolcano,1973 CE,Kuril Islands,46.04,150.08,1328.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
397,Chirpoi,Russia,Caldera,2016 CE,Kuril Islands,46.53,150.87,742.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
398,Unnamed,Russia,Submarine,1972 CE,Kuril Islands,46.47,151.28,-502.0,No Data (checked),Subduction zone / Oceanic crust (< 15 km)
399,Milna,Russia,Stratovolcano,1914 CE,Kuril Islands,46.82,151.79,1504.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
400,Zavaritzki Caldera,Russia,Caldera,1957 CE,Kuril Islands,46.93,151.95,624.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
401,Prevo Peak,Russia,Stratovolcano,1825 CE,Kuril Islands,47.02,152.12,1360.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
402,Ketoi,Russia,Stratovolcano,1960 CE,Kuril Islands,47.35,152.48,1172.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
403,Ushishur,Russia,Caldera,1884 CE,Kuril Islands,47.52,152.8,401.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
404,Rasshua,Russia,Stratovolcano,1957 CE,Kuril Islands,47.77,153.02,956.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
405,Sarychev Peak,Russia,Stratovolcano,2019 CE,Kuril Islands,48.09,153.2,1496.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
406,Raikoke,Russia,Stratovolcano,2019 CE,Kuril Islands,48.29,153.25,551.0,Basalt / Picro-Basalt,Subduction zone / Intermediate crust (15-25 km)
407,Chirinkotan,Russia,Stratovolcano,2017 CE,Kuril Islands,48.98,153.48,724.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
408,Ekarma,Russia,Stratovolcano,2010 CE,Kuril Islands,48.96,153.93,1170.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
409,Sinarka,Russia,Stratovolcano,1878 CE,Kuril Islands,48.87,154.18,911.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
410,Kharimkotan,Russia,Stratovolcano,1933 CE,Kuril Islands,49.12,154.51,1145.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
411,Tao-Rusyr Caldera,Russia,Stratovolcano,1952 CE,Kuril Islands,49.35,154.7,1325.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
412,Nemo Peak,Russia,Caldera,1938 CE,Kuril Islands,49.57,154.81,1018.0,Andesite / Basaltic Andesite,Subduction zone / Intermediate crust (15-25 km)
413,Fuss Peak,Russia,Stratovolcano,1854 CE,Kuril Islands,50.27,155.25,1742.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
414,Karpinsky Group,Russia,Cone(s),1952 CE,Kuril Islands,50.15,155.37,1326.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
415,Chikurachki,Russia,Stratovolcano(es),2016 CE,Kuril Islands,50.32,155.46,1781.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
416,Ebeko,Russia,Stratovolcano,2020 CE,Kuril Islands,50.69,156.01,1103.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
417,Alaid,Russia,Stratovolcano,2018 CE,Kuril Islands,50.86,155.57,2285.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
418,Kambalny,Russia,Stratovolcano,2017 CE,Kamchatka Peninsula,51.31,156.88,2116.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
419,Koshelev,Russia,Stratovolcano,1690 CE,Kamchatka Peninsula,51.36,156.75,1822.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
420,Yavinsky,Russia,Stratovolcano,4050 BCE,Kamchatka Peninsula,51.53,156.63,646.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
421,Diky Greben,Russia,Lava dome(s),350 CE,Kamchatka Peninsula,51.45,156.98,1040.0,Dacite,Subduction zone / Continental crust (>25 km)
422,Kurile Lake,Russia,Caldera,6440 BCE,Kamchatka Peninsula,51.45,157.12,81.0,Dacite,Subduction zone / Continental crust (>25 km)
423,Iliinsky,Russia,Stratovolcano,1901 CE,Kamchatka Peninsula,51.5,157.2,1555.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
424,Zheltovsky,Russia,Stratovolcano,1923 CE,Kamchatka Peninsula,51.58,157.33,1926.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
425,Ksudach,Russia,Stratovolcano,1907 CE,Kamchatka Peninsula,51.84,157.57,1079.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
426,Khodutka,Russia,Stratovolcano(es),300 BCE,Kamchatka Peninsula,52.06,157.71,2039.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
427,Mutnovsky,Russia,Complex,2000 CE,Kamchatka Peninsula,52.45,158.2,2288.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
428,Gorely,Russia,Caldera,2010 CE,Kamchatka Peninsula,52.56,158.03,1799.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
429,Opala,Russia,Caldera,1776 CE,Kamchatka Peninsula,52.54,157.34,2439.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
430,Tolmachev Dol,Russia,Pyroclastic cone(s),300 CE,Kamchatka Peninsula,52.63,157.58,1021.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
431,Vilyuchik,Russia,Stratovolcano,8050 BCE,Kamchatka Peninsula,52.7,158.28,2173.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
432,Barkhatnaya Sopka,Russia,Lava dome(s),3550 BCE,Kamchatka Peninsula,52.8,158.24,874.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
433,Koryaksky,Russia,Stratovolcano,2009 CE,Kamchatka Peninsula,53.32,158.71,3430.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
434,Avachinsky,Russia,Stratovolcano,2001 CE,Kamchatka Peninsula,53.26,158.84,2717.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
435,Zhupanovsky,Russia,Compound,2016 CE,Kamchatka Peninsula,53.59,159.15,2899.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
436,Veer,Russia,Pyroclastic cone(s),390 CE,Kamchatka Peninsula,53.75,158.45,520.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
437,Kostakan,Russia,Pyroclastic cone(s),1350 CE,Kamchatka Peninsula,53.83,158.05,1150.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
438,Bakening,Russia,Stratovolcano,550 BCE,Kamchatka Peninsula,53.91,158.07,2278.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
439,Zavaritsky,Russia,Pyroclastic cone(s),800 BCE,Kamchatka Peninsula,53.91,158.39,1567.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
