id,Year,Category,Nominee
1331,1986.0,"Best Soul Gospel Performance by a Duo or Group, Choir or Chorus",Tomorrow.
1332,1986.0,"Best Soul Gospel Performance, Female",Martin.
1333,1986.0,"Best Soul Gospel Performance, Male",Bring Back The Days Of Yea And Nay.
1334,1986.0,Best Spoken Word or Non-musical Recording,Ma Rainey's Black Bottom.
1335,1986.0,Best Traditional Blues Recording,My Guitar Sings The Blues.
1336,1986.0,Best Tropical Latin Performance,Solito.
1337,1986.0,Best Vocal Arrangement for Two or More Voices,Another Night In Tunisia.
1338,1986.0,Classical Producer of the Year,Robert Woods (producer)
1339,1986.0,Producer of the Year (Non-Classical),"Phil Collins (producer), Hugh Padgham (producer)"
1340,1986.0,Record of the Year,We Are the World (various artists).
1341,1986.0,Song of the Year,We Are the World (various artists).
1342,1987.0,Album of the Year,Graceland.
1343,1987.0,Best Album Notes,The Voice - The Columbia Years 1943-1952.
1344,1987.0,Best Album Package,Tutu.
1345,1987.0,Best Arrangement on an Instrumental,Suite Memories.
1346,1987.0,Best Chamber Music Performance,Beethoven: Cello And Piano Sonata No. 4 In C & Variations.
1347,1987.0,Best Classical Album,"Horowitz - The Studio Recordings, New York 1985."
1348,1987.0,Best Classical Orchestral Recording,Liszt: A Faust Symphony.
1349,1987.0,Best Classical Performance - Instrumental Soloist or Soloists (with or without orchestra),"Horowitz - The Studio Recordings, New York 1985."
1350,1987.0,Best Classical Vocal Soloist Performance,Mozart: Kathleen Battle Sings Mozart.
1351,1987.0,Best Comedy Recording,"Those Of You With Or Without Children, You'll Understand."
1352,1987.0,Best Contemporary Composition,Lutoslawski: Symphony No. 3.
1353,1987.0,Best Contemporary Folk Recording,Tribute to Steve Goodman.
1354,1987.0,"Best Country Instrumental Performance (orchestra, group or soloist)",Raisin' The Dickins.
1355,1987.0,Best Country Performance by a Duo or Group with Vocal,Grandpa (Tell Me 'Bout the Good Ol' Days).
1356,1987.0,Best Country Song,Grandpa (Tell Me 'Bout the Good Ol' Days).
1357,1987.0,"Best Country Vocal Performance, Female",Whoever's in New England.
1358,1987.0,"Best Country Vocal Performance, Male",Lost in the Fifties Tonight.
1359,1987.0,"Best Engineered Recording, Classical","Horowitz - The Studio Recordings, New York 1985."
1360,1987.0,"Best Engineered Recording, Non-Classical",Back In The High Life.
1361,1987.0,"Best Gospel Performance by a Duo or Group, Choir or Chorus",They Say.
1362,1987.0,"Best Gospel Performance, Female",Morning Like This.
1363,1987.0,"Best Gospel Performance, Male",Triumph.
1364,1987.0,Best Historical Album,"Atlantic Rhythm And Blues 1947-1974, Vols. 1-7 (various artists)."
1365,1987.0,Best Instrumental Arrangement Accompanying Vocals,Somewhere.
1366,1987.0,Best Instrumental Composition,Out Of Africa.
1367,1987.0,"Best Jazz Fusion Performance, Vocal or Instrumental",Double Vision.
1368,1987.0,"Best Jazz Instrumental Performance, Big Band",The Tonight Show Band with Doc Severinsen.
1369,1987.0,"Best Jazz Instrumental Performance, Group",J Mood.
1370,1987.0,"Best Jazz Instrumental Performance, Soloist",Tutu.
1371,1987.0,"Best Jazz Vocal Performance, Duo or Group",Free Fall.
1372,1987.0,"Best Jazz Vocal Performance, Female",Timeless.
1373,1987.0,"Best Jazz Vocal Performance, Male",Round Midnight.
1374,1987.0,Best Latin Pop Performance,Le Lo Lai.
1375,1987.0,Best Mexican-American Performance,Ay Te Dejo en San Antonio.
1376,1987.0,"Best Music Video, Long Form",Bring on the Night
1377,1987.0,"Best Music Video, Short Form",Dire Straits: Brothers in Arms
1378,1987.0,Best Musical Cast Show Album,Follies in Concert.
1379,1987.0,Best New Age Recording,Down to the Moon.
1380,1987.0,Best New Artist,"Bruce Hornsby & The Range, (artists)"
1381,1987.0,Best Opera Recording,Bernstein: Candide.
1382,1987.0,Best Polka Recording,Another Polka Celebration.
1383,1987.0,"Best Pop Instrumental Performance, (Orchestra, Group or Soloist)",Top Gun Anthem.
1384,1987.0,Best Pop Performance by a Duo or Group with Vocal,That's What Friends Are For.
1385,1987.0,"Best Pop Vocal Performance, Female",The Broadway Album.
1386,1987.0,"Best Pop Vocal Performance, Male",Higher Love.
1387,1987.0,"Best R&B Instrumental Performance (Orchestra, Group or Soloist)",And You Know That.
1388,1987.0,Best R&B Performance by a Duo or Group with Vocal,Kiss.
1389,1987.0,"Best R&B Vocal Performance, Female",Rapture.
1390,1987.0,"Best R&B Vocal Performance, Male",Living in America.
1391,1987.0,Best Recording for Children,The Alphabet.
1392,1987.0,Best Reggae Recording,Babylon The Bandit.
1393,1987.0,Best Rhythm & Blues Song,Sweet Love.
1394,1987.0,"Best Rock Instrumental Performance (Orchestra, Group or Soloist)",Peter Gunn.
1395,1987.0,Best Rock Performance by a Duo or Group with Vocal,Missionary Man.
1396,1987.0,"Best Rock Vocal Performance, Female",Back Where You Started.
1397,1987.0,"Best Rock Vocal Performance, Male",Addicted to Love.
1398,1987.0,"Best Soul Gospel Performance by a Duo or Group, Choir or Chorus",Let My People Go.
1399,1987.0,"Best Soul Gospel Performance, Female",I Surrender All.
1400,1987.0,"Best Soul Gospel Performance, Male",Going Away.
1401,1987.0,Best Spoken Word or Non-musical Recording,Interviews From The Class Of '55 Recording Sessions.
1402,1987.0,Best Traditional Blues Recording,Showdown!.
1403,1987.0,Best Traditional Folk Recording,Riding the Midnight Train.
1404,1987.0,Best Tropical Latin Performance,Escenas.
1405,1987.0,Classical Producer of the Year,Thomas Frost (artist)
1406,1987.0,Producer of the Year (Non-Classical),"Jimmy Jam (artist), Terry Lewis (artist)"
1407,1987.0,Record of the Year,Higher Love.
1408,1987.0,Song of the Year,That's What Friends Are For.
1409,1988.0,Album of the Year,The Joshua Tree.
1410,1988.0,Best Album Notes,Thelonious Monk - The Complete Riverside Recordings.
1411,1988.0,Best Album Package,King's Record Shop.
1412,1988.0,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Untouchables
1413,1988.0,Best Arrangement on an Instrumental,Take The A Train.
1414,1988.0,Best Chamber Music Performance,Beethoven: The Complete Piano Trios.
1415,1988.0,Best Choral Performance (other than opera),Hindemith: When Lilacs Last In The Dooryard Bloom'd.
1416,1988.0,Best Classical Album,Horowitz In Moscow.
1417,1988.0,Best Classical Performance - Instrumental Soloist(s) (with orchestra),Mozart: Violin Concertos Nos. 2 And 4.
1418,1988.0,Best Classical Performance - Instrumental Soloist(s) (without orchestra),Horowitz In Moscow.
1419,1988.0,Best Classical Vocal Soloist Performance,Salzburg Recital.
1420,1988.0,Best Comedy Recording,A Night At The Met.
1421,1988.0,Best Concept Music Video,Land of Confusion
1422,1988.0,Best Contemporary Blues Recording,Strong Persuader.
1423,1988.0,Best Contemporary Composition,Penderecki: Cello Concerto No. 2.
1424,1988.0,Best Contemporary Folk Recording,Unfinished Business.
1425,1988.0,"Best Country Instrumental Performance (orchestra, group or soloist)",String Of Pars.
1426,1988.0,Best Country Performance by a Duo or Group with Vocal,Trio.
1427,1988.0,Best Country Song,"Forever and Ever, Amen."
1428,1988.0,Best Country Vocal Performance by a Duo or Group,Trio.
1429,1988.0,"Best Country Vocal Performance, Duet","Make No Mistake, She's Mine."
1430,1988.0,"Best Country Vocal Performance, Female",80's Ladies.
1431,1988.0,"Best Country Vocal Performance, Male",Always & Forever.
1432,1988.0,"Best Engineered Recording, Classical",Faure: Requiem/Durufle: Requiem.
1433,1988.0,"Best Engineered Recording, Non-Classical",Bad.
1434,1988.0,"Best Gospel Performance by a Duo or Group, Choir or Chorus",Crack The Sky.
1435,1988.0,"Best Gospel Performance, Female",I Believe In You.
1436,1988.0,"Best Gospel Performance, Male",The Father Hath Provided.
1437,1988.0,Best Historical Album,Thelonious Monk - The Complete Riverside Recordings.
1438,1988.0,Best Instrumental Arrangement Accompanying Vocal(s),Deedles' Blues.
1439,1988.0,Best Instrumental Composition,Call Sheet Blues (various artists).
1440,1988.0,"Best Jazz Fusion Performance, Vocal or Instrumental",Still Life (Talking).
1441,1988.0,"Best Jazz Instrumental Performance, Big Band",Digital Duke.
1442,1988.0,"Best Jazz Instrumental Performance, Group",Marsalis Standard Time - Volume I.
1443,1988.0,"Best Jazz Instrumental Performance, Soloist",The Other Side Of Round Midnight.
1444,1988.0,"Best Jazz Vocal Performance, Female",Diane Schuur & The Count Basie Orchestra.
1445,1988.0,"Best Jazz Vocal Performance, Male",What Is This Thing Called Love.
1446,1988.0,Best Latin Pop Performance,Un Hombre Solo.
1447,1988.0,Best Mexican-American Performance,Gracias! America Sin Fronteras.
1448,1988.0,Best Musical Cast Show Album,Les Miserables.
1449,1988.0,Best New Age Performance,Yusef Lateef's Little Symphony.
1450,1988.0,Best New Artist,Jody Watley (artist)
1451,1988.0,Best Opera Recording,R. Strauss: Ariadne Auf Naxos.
1452,1988.0,Best Orchestral Recording,Beethoven: Symphony No. 9 In D Minor.
1453,1988.0,Best Performance Music Video,The Prince's Trust All-Star Rock Concert. (Various Artists)
1454,1988.0,Best Polka Recording,A Polka Just For Me.
1455,1988.0,"Best Pop Instrumental Performance (Orchestra, Group or Soloist)",Minute by Minute.
1456,1988.0,Best Pop Performance By A Duo Or Group With Vocal,(I've Had) The Time Of My Life.
1457,1988.0,"Best Pop Vocal Performance, Female",I Wanna Dance with Somebody (Who Loves Me).
1458,1988.0,"Best Pop Vocal Performance, Male",Bring On The Night.
1459,1988.0,"Best R&B Instrumental Performance (Orchestra, Group or Soloist)",Chicago Song.
1460,1988.0,Best R&B Performance by a Duo or Group with Vocal,I Knew You Were Waiting (For Me).
1461,1988.0,"Best R&B Vocal Performance, Female",Aretha.
1462,1988.0,"Best R&B Vocal Performance, Male",Just to See Her.
1463,1988.0,Best Rap Performance,Parents Just Don't Understand
1464,1988.0,Best Recording for Children,The Elephant's Child.
1465,1988.0,Best Reggae Recording,No Nuclear War.
1466,1988.0,Best Rhythm & Blues Song,Lean On Me.
1467,1988.0,"Best Rock Instrumental Performance (Orchestra, Group or Soloist)",Jazz from Hell.
1468,1988.0,Best Rock Performance by a Duo or Group with Vocal,The Joshua Tree.
1469,1988.0,"Best Rock Vocal Performance, Solo",Tunnel of Love.
1470,1988.0,Best Song Written Specifically for a Motion Picture or Television,Somewhere Out There.
1471,1988.0,Best Song Written Specifically for a Motion Picture or for Television,Somewhere Out There.
1472,1988.0,"Best Soul Gospel Performance by a Duo or Group, Choir or Chorus",Ain't No Need To Worry.
1473,1988.0,"Best Soul Gospel Performance, Female",For Always.
1474,1988.0,"Best Soul Gospel Performance, Male",Everything's Gonna Be Alright.
1475,1988.0,Best Spoken Word Album,Lake Wobegon Days
1476,1988.0,Best Traditional Blues Recording,Houseparty New Orleans Style.
1477,1988.0,Best Traditional Folk Recording,Shaka Zulu.
1478,1988.0,Best Tropical Latin Performance,La Verdad - The Truth
1479,1988.0,Classical Producer of the Year,Robert Woods (producer)
1480,1988.0,"Producer of the Year, (Non Classical)",Narada Michael Walden (producer)
1481,1988.0,Record of the Year,Graceland.
1482,1988.0,Song of the Year,Somewhere Out There.
1483,1989.0,Album of the Year,Faith.
1484,1989.0,Best Album Notes,Crossroads.
1485,1989.0,Best Album Package,Tired of Runnin'.
1486,1989.0,Best Album of Original Instrumental Background Score Written for a Motion Picture or Television,The Last Emperor
1487,1989.0,Best Arrangement on an Instrumental,Memos From Paradise.
1488,1989.0,Best Bluegrass Recording (vocal or instrumental),Southern Flavor.
1489,1989.0,Best Chamber Music Performance,Bartók: Sonata for Two Pianos & Percussion.
1490,1989.0,Best Classical Album,Verdi: Requiem & Operatic Choruses.
1491,1989.0,Best Classical Performance - Instrumental Soloist (without orchestra),"Albéniz: Iberia, Navarra, Suite Espagnola."
1492,1989.0,Best Classical Performance - Instrumental Soloist(s) (with orchestra),Mozart: Piano Concerto No. 23 in A.
1493,1989.0,Best Classical Vocal Soloist Performance,Luciano Pavarotti in Concert.
1494,1989.0,Best Comedy Recording,Even Worse.
1495,1989.0,Best Concept Music Video,Weird Al Yankovic: Fat
1496,1989.0,Best Contemporary Blues Recording,Don't Be Afraid of the Dark.
1497,1989.0,Best Contemporary Composition,Adams: Nixon in China.
1498,1989.0,Best Contemporary Folk Album,Tracy Chapman.
1499,1989.0,"Best Country Instrumental Performance (orchestra, group or soloist)",Sugarfoot Rag.
1500,1989.0,Best Country Performance by a Duo or Group with Vocal,Give a Little Love.
1501,1989.0,Best Country Song,Hold Me.
1502,1989.0,Best Country Vocal Collaboration,Crying.
1503,1989.0,"Best Country Vocal Performance, Female",Hold Me.
1504,1989.0,"Best Country Vocal Performance, Male",Old 8x10.
1505,1989.0,"Best Engineered Recording, Classical",Verdi: Requiem & Operatic Choruses.
1506,1989.0,"Best Engineered Recording, Non-Classical",Roll With It.
1507,1989.0,Best Female Pop Vocal Performance,Fast Car.
1508,1989.0,Best Female R&B Vocal Performance,Giving You the Best That I Got
1509,1989.0,"Best Gospel Performance by a Duo or Group, Choir or Chorus",The Winans Live at Carnegie Hall.
1510,1989.0,"Best Gospel Performance, Female",Lead Me On.
1511,1989.0,"Best Gospel Performance, Male",Christmas.
1512,1989.0,Best Hard Rock/Metal Performance Vocal or Instrumental,Crest of a Knave.
1513,1989.0,Best Historical Album,Crossroads.
1514,1989.0,Best Instrumental Arrangement Accompanying Vocal(s),No One Is Alone.
1515,1989.0,Best Instrumental Composition,The Batman Theme.
1516,1989.0,Best Jazz Fusion Performance,Politics.
1517,1989.0,Best Jazz Instrumental Performance Soloist (On a Jazz Recording),Don't Try This at Home.
1518,1989.0,"Best Jazz Instrumental Performance, Big Band",Bud and Bird.
1519,1989.0,"Best Jazz Instrumental Performance, Group",Blues for Coltrane: A Tribute to John Coltrane.
1520,1989.0,"Best Jazz Vocal Performance, Duo or Group",Spread Love.
1521,1989.0,"Best Jazz Vocal Performance, Female",Look What I Got!.
1522,1989.0,"Best Jazz Vocal Performance, Male",Brothers.
1523,1989.0,Best Latin Pop Performance,Roberto Carlos.
1524,1989.0,Best Male R&B Vocal Performance,Introducing the Hardline According to Terence Trent D'Arby
1525,1989.0,Best Mexican-American Performance,Canciones de Mi Padre.
1526,1989.0,Best Musical Cast Show Album,Into the Woods (various artists).
1527,1989.0,Best New Age Performance,Folksongs for a Nuclear Village.
1528,1989.0,Best New Artist,Tracy Chapman
1529,1989.0,Best Opera Recording,Wagner: Lohengrin.
1530,1989.0,Best Orchestral Recording,Rorem: String Symphony; Sunday Morning; Eagles.
1531,1989.0,Best Performance Music Video,Where The Streets Have No Name.
1532,1989.0,Best Polka Recording,Born to Polka.
1533,1989.0,"Best Pop Instrumental Performance (Orchestra, Group Or Soloist)",Close Up.
1534,1989.0,Best Pop Performance by a Duo or Group with Vocal,Brasil.
1535,1989.0,"Best Pop Vocal Performance, Female",Fast Car.
1536,1989.0,"Best Pop Vocal Performance, Male","Don't Worry, Be Happy."
1537,1989.0,"Best R&B Instrumental Performance (Orchestra, Group or Soloist)",Light Years.
1538,1989.0,Best R&B Performance by a Duo or Group with Vocals,Love Overboard
1539,1989.0,Best Rap Performance,Parents Just Don't Understand.
1540,1989.0,Best Recording for Children,Pecos Bill
1541,1989.0,Best Reggae Recording,Conscious Party.
1542,1989.0,Best Rhythm & Blues Song,Giving You the Best That I Got
1543,1989.0,Best Rock Instrumental,Blues for Salvador.
1544,1989.0,Best Rock Performance by a Duo or Group with Vocal,Desire.
1545,1989.0,"Best Rock Vocal Performance, Female",Tina Live in Europe.
1546,1989.0,"Best Rock Vocal Performance, Male",Simply Irresistible.
1547,1989.0,Best Song Written Specifically for a Motion Picture or Television,Two Hearts.
1548,1989.0,Best Song Written Specifically for a Motion Picture or for Television,Two Hearts.
1549,1989.0,"Best Soul Gospel Performance by a Duo or Group, Choir or Chorus",Take 6.
1550,1989.0,"Best Soul Gospel Performance, Female","One Lord, One Faith, One Baptism."
1551,1989.0,"Best Soul Gospel Performance, Male",Abundant Life.
1552,1989.0,Best Spoken Word Album,"Speech by Rev. Jesse Jackson, July 27."
1553,1989.0,Best Traditional Blues Recording,Hidden Charms.
1554,1989.0,Best Traditional Folk Recording,Folkways - A Vision Shared: A Tribute to Woody Guthrie & Leadbelly (various artists).
1555,1989.0,Best Tropical Latin Performance,Antecedente.
1556,1989.0,Classical Producer of the Year,Robert Woods (producer)
1557,1989.0,"Producer of the Year, (Non-Classical)",Neil Dorfsman (producer)
