id,State,Year,NationalRank,FemaleSenateDemocrats,FemaleSenateRepublicans,FemaleSenateIndependents,FemaleSenateOther,FemaleSenateTotal,TotalSenateMembers,FemaleHouseDemocrats,FemaleHouseRepublicans,FemaleHouseIndependents,FemaleHouseOther,FemaleHouseTotal,TotalHouseMembers,TotalFemalesinLegislature,TotalLegislatureMembers,PercentageOfFemalesInLegislature
626,Missouri,2007,33,5,2,0,0,7,34,22,9,0,0,31,163,38,197,19.3
627,Mississippi,2007,46,4,1,0,0,5,52,15,4,0,0,19,122,24,174,13.8
628,Minnesota,2007,3,18,9,0,0,27,67,35,8,0,0,43,134,70,201,34.8
629,Michigan,2007,30,6,3,0,0,9,38,16,4,0,0,20,110,29,148,19.6
630,Massachusetts,2007,20,12,0,0,0,12,40,33,4,0,0,37,160,49,200,24.5
631,Maryland,2007,8,10,2,0,0,12,47,38,10,0,0,48,141,60,188,31.9
632,Maine,2007,9,7,5,0,0,12,35,35,11,0,0,46,151,58,186,31.2
633,Louisiana,2007,38,5,2,0,0,7,39,13,5,0,0,18,105,25,144,17.4
634,Kentucky,2007,49,1,4,0,0,5,38,9,2,0,0,11,100,16,138,11.6
635,Kansas,2007,14,4,9,0,0,13,40,19,16,0,0,35,125,48,165,29.1
636,Iowa,2007,25,3,3,0,0,6,50,19,9,0,0,28,100,34,150,22.7
637,Indiana,2007,33,6,6,0,0,12,50,11,6,0,0,17,100,29,150,19.3
638,Illinois,2007,17,10,3,0,0,13,59,23,12,0,0,35,118,48,177,27.1
639,Idaho,2007,22,2,4,0,0,6,35,12,7,0,0,19,70,25,105,23.8
640,Hawaii,2007,7,7,0,0,0,7,25,11,7,0,0,18,51,25,76,32.9
641,Georgia,2007,31,6,2,0,0,8,56,28,10,0,0,38,180,46,236,19.5
642,Florida,2007,24,6,4,0,0,10,40,16,11,0,0,27,120,37,160,23.1
643,Deleware,2007,11,4,3,0,0,7,21,7,5,0,0,12,41,19,62,30.6
644,Connecticut,2007,15,7,1,0,0,8,36,31,14,0,0,45,151,53,187,28.3
645,Colorado,2007,4,9,1,0,0,10,35,19,5,0,0,24,65,34,100,34
646,California,2007,16,10,0,0,0,10,40,17,6,0,0,23,80,33,120,27.5
647,Arkansas,2007,29,4,2,0,0,6,35,18,4,0,0,22,100,28,135,20.7
648,Arizona,2007,6,8,5,0,0,13,30,9,8,0,0,17,60,30,90,33.3
649,Alaska,2007,27,1,0,2,0,3,20,6,4,0,0,10,40,13,60,21.7
650,Alabama,2006,49,2,1,0,0,3,35,11,2,0,0,13,105,16,140,11.4
651,Alaska,2006,34,2,0,1,0,3,20,4,4,0,0,8,40,11,60,18.3
652,Arizona,2006,3,4,5,0,0,9,30,10,11,0,0,21,60,30,90,33.3
653,Arkansas,2006,39,4,2,0,0,6,35,13,4,0,0,17,100,23,135,17
654,California,2006,12,12,0,0,0,12,40,19,6,0,0,25,80,37,120,30.8
655,Colorado,2006,8,9,2,0,0,11,35,17,4,0,0,21,65,32,100,32
656,Connecticut,2006,14,7,2,0,0,9,36,27,18,0,0,45,151,54,187,28.9
657,Deleware,2006,2,4,3,0,0,7,21,7,7,0,0,14,41,21,62,33.9
658,Florida,2006,22,5,4,0,0,9,40,12,18,0,0,30,120,39,160,24.4
659,Georgia,2006,33,5,2,0,0,7,56,28,9,0,0,37,180,44,236,18.6
660,Hawaii,2006,9,6,0,0,0,6,25,11,7,0,0,18,51,24,76,31.6
661,Idaho,2006,16,1,3,0,0,4,35,9,16,0,0,25,70,29,105,27.6
662,Illinois,2006,17,9,5,0,0,14,59,24,10,0,0,34,118,48,177,27.1
663,Indiana,2006,35,6,6,0,0,12,50,8,7,0,0,15,100,27,150,18
664,Iowa,2006,30,1,4,0,0,5,50,17,8,0,0,25,100,30,150,20
665,Kansas,2006,7,4,9,0,0,13,40,18,22,0,0,40,125,53,165,32.1
666,Kentucky,2006,48,1,4,0,0,5,38,8,3,0,0,11,100,16,138,11.6
667,Louisiana,2006,36,5,2,0,0,7,39,13,5,0,0,18,105,25,144,17.4
668,Maine,2006,23,6,5,0,0,11,35,24,8,0,0,32,151,43,186,23.1
669,Maryland,2006,1,12,3,0,0,15,47,40,12,0,0,52,141,67,188,35.6
670,Massachusetts,2006,19,11,0,0,0,11,40,34,6,0,0,40,160,51,200,25.5
671,Michigan,2006,29,6,6,0,0,12,38,12,6,0,0,18,110,30,148,20.3
672,Minnesota,2006,10,13,12,1,0,26,67,26,11,0,0,37,134,63,201,31.3
673,Mississippi,2006,46,4,0,0,0,4,52,15,5,0,0,20,122,24,174,13.8
674,Missouri,2006,26,4,2,0,0,6,34,26,10,0,0,36,163,42,197,21.3
675,Montana,2006,20,6,1,0,0,7,50,22,8,0,0,30,100,37,150,24.7
676,Nebraska*,2006,21,0,0,0,0,12,49,0,0,0,0,0,0,12,49,24.5
677,Nevada,2006,3,4,2,0,0,6,21,11,4,0,0,15,42,21,63,33.3
678,New Hampshire,2006,13,4,1,0,0,5,24,70,54,0,0,124,400,129,424,30.4
679,New Jersey,2006,31,5,2,0,0,7,40,11,5,0,0,16,80,23,120,19.2
680,New Mexico,2006,10,7,4,0,0,11,42,12,12,0,0,24,70,35,112,31.3
681,New York,2006,25,7,3,0,0,10,62,33,5,0,0,38,150,48,212,22.6
682,North Carolina,2006,24,7,0,0,0,7,50,22,10,0,0,32,120,39,170,22.9
683,North Dakota,2006,41,3,2,0,0,5,47,7,11,0,0,18,94,23,141,16.3
684,Ohio,2006,32,3,2,0,0,5,33,13,7,0,0,20,99,25,132,18.9
685,Oklahoma,2006,45,7,1,0,0,8,48,5,9,0,0,14,101,22,149,14.8
686,Oregon,2006,15,8,1,0,0,9,30,8,8,0,0,16,60,25,90,27.8
687,Pennsylvania,2006,47,5,4,0,0,9,50,9,16,0,0,25,203,34,253,13.4
688,Rhode Island,2006,40,7,1,0,0,8,38,9,2,0,0,11,75,19,113,16.8
689,South Carolina,2006,50,1,0,0,0,1,46,7,7,0,0,14,124,15,170,8.8
690,South Dakota,2006,42,2,1,0,0,3,35,4,10,0,0,14,70,17,105,16.2
691,Tennessee,2006,36,4,3,0,0,7,33,11,5,0,0,16,99,23,132,17.4
692,Texas,2006,28,2,2,0,0,4,31,15,18,0,0,33,150,37,181,20.4
693,Utah,2006,27,2,2,0,0,4,29,8,10,0,0,18,75,22,104,21.2
694,Vermont,2006,3,8,2,0,0,10,30,34,14,0,0,50,150,60,180,33.3
695,Virginia,2006,38,7,1,0,0,8,40,9,6,1,0,16,100,24,140,17.1
696,Washington,2006,3,15,5,0,0,20,49,19,10,0,0,29,98,49,147,33.3
697,West Virginia,2006,42,0,3,0,0,3,34,12,6,0,0,18,100,21,134,15.7
698,Wisconsin,2006,18,3,5,0,0,8,33,12,14,0,0,26,99,34,132,25.8
699,Alabama,2007,47,3,1,0,0,4,35,11,3,0,0,14,105,18,140,12.9
700,Wyoming,2006,44,3,1,0,0,4,30,4,6,0,0,10,60,14,90,15.6
701,Alabama,2005,49,2,1,0,0,3,35,10,2,0,0,12,105,15,140,10.7
702,Alaska,2005,32,2,0,1,0,3,20,4,4,0,0,8,40,11,60,18.3
703,Arizona,2005,3,4,6,0,0,10,30,10,10,0,0,20,60,30,90,33.3
704,Arkansas,2005,38,4,2,0,0,6,35,12,4,0,0,16,100,22,135,16.3
705,California,2005,10,12,0,0,0,12,40,19,6,0,0,25,80,37,120,30.8
706,Colorado,2005,7,9,2,0,0,11,35,18,4,0,0,22,65,33,100,33
707,Connecticut,2005,14,7,2,0,0,9,36,28,18,0,0,46,151,55,187,29.4
708,Deleware,2005,2,4,3,0,0,7,21,7,7,0,0,14,41,21,62,33.9
709,Florida,2005,22,5,4,0,0,9,40,13,17,0,0,30,120,39,160,24.4
710,Georgia,2005,33,5,2,0,0,7,56,27,9,0,0,36,180,43,236,18.2
711,Hawaii,2005,12,6,0,0,0,6,25,11,6,0,0,17,51,23,76,30.3
712,Idaho,2005,17,1,3,0,0,4,35,9,16,0,0,25,70,29,105,27.6
713,Illinois,2005,16,9,5,0,0,14,59,24,11,0,0,35,118,49,177,27.7
714,Indiana,2005,36,6,6,0,0,12,50,7,7,0,0,14,100,26,150,17.3
715,Iowa,2005,29,1,4,0,0,5,50,17,8,0,0,25,100,30,150,20
716,Kansas,2005,8,4,9,0,0,13,40,18,23,0,0,41,125,54,165,32.7
717,Kentucky,2005,48,1,5,0,0,6,38,8,3,0,0,11,100,17,138,12.3
718,Louisiana,2005,34,5,2,0,0,7,39,13,5,0,0,18,105,25,144,17.4
719,Maine,2005,23,6,5,0,0,11,35,24,8,0,0,32,151,43,186,23.1
720,Maryland,2005,1,12,3,0,0,15,47,40,12,0,0,52,141,67,188,35.6
721,Massachusetts,2005,19,11,0,0,0,11,40,33,6,0,0,39,160,50,200,25
722,Michigan,2005,27,5,6,0,0,11,38,13,6,0,0,19,110,30,148,20.3
723,Minnesota,2005,13,11,11,1,0,23,67,26,11,0,0,37,134,60,201,29.9
724,Mississippi,2005,47,4,0,0,0,4,52,13,5,0,0,18,122,22,174,12.6
725,Missouri,2005,26,4,2,0,0,6,34,25,10,0,0,35,163,41,197,20.8
726,Montana,2005,20,6,1,0,0,7,50,22,8,0,0,30,100,37,150,24.7
727,Nebraska*,2005,21,0,0,0,0,12,49,0,0,0,0,0,0,12,49,24.5
728,Nevada,2005,3,4,2,0,0,6,21,11,4,0,0,15,42,21,63,33.3
729,New Hampshire,2005,11,4,1,0,0,5,24,70,54,0,0,124,400,129,424,30.4
730,New Jersey,2005,41,5,2,0,0,7,40,9,3,0,0,12,80,19,120,15.8
731,New Mexico,2005,9,7,4,0,0,11,42,12,12,0,0,24,70,35,112,31.3
732,New York,2005,25,7,3,0,0,10,62,31,6,0,0,37,150,47,212,22.2
733,North Carolina,2005,24,7,0,0,0,7,50,22,10,0,0,32,120,39,170,22.9
734,North Dakota,2005,38,3,2,0,0,5,47,7,11,0,0,18,94,23,141,16.3
735,Ohio,2005,30,3,2,0,0,5,33,13,8,0,0,21,99,26,132,19.7
736,Oklahoma,2005,44,6,2,0,0,8,48,5,9,0,0,14,101,22,149,14.8
737,Oregon,2005,15,8,1,0,0,9,30,8,8,0,0,16,60,25,90,27.8
738,Pennsylvania,2005,46,5,4,0,0,9,50,9,16,0,0,25,203,34,253,13.4
739,Rhode Island,2005,37,7,1,0,0,8,38,9,2,0,0,11,75,19,113,16.8
740,South Carolina,2005,50,1,0,0,0,1,46,6,7,0,0,13,124,14,170,8.2
741,South Dakota,2005,40,2,1,0,0,3,35,4,10,0,0,14,70,17,105,16.2
742,Tennessee,2005,34,4,3,0,0,7,33,11,5,0,0,16,99,23,132,17.4
743,Texas,2005,31,2,2,0,0,4,31,13,18,0,0,31,150,35,181,19.3
744,Utah,2005,28,2,2,0,0,4,29,7,10,0,0,17,75,21,104,20.2
745,Vermont,2005,3,8,2,0,0,10,30,34,14,0,0,50,150,60,180,33.3
746,Virginia,2005,43,7,1,0,0,8,40,8,5,0,0,13,100,21,140,15
747,Washington,2005,3,15,5,0,0,20,49,19,10,0,0,29,98,49,147,33.3
748,West Virginia,2005,42,0,3,0,0,3,34,12,6,0,0,18,100,21,134,15.7
749,Wisconsin,2005,18,3,5,0,0,8,33,12,14,0,0,26,99,34,132,25.8
750,Wyoming,2005,45,3,1,0,0,4,30,4,5,0,0,9,60,13,90,14.4
751,Alabama,2004,49,2,1,0,0,3,35,9,2,0,0,11,105,14,140,10
752,Alaska,2004,32,3,0,1,0,4,20,3,5,0,0,8,40,12,60,20
753,Arizona,2004,14,3,5,0,0,8,30,7,9,1,0,17,60,25,90,27.8
754,Arkansas,2004,41,5,2,0,0,7,35,9,6,0,0,15,100,22,135,16.3
755,California,2004,6,11,0,0,0,11,40,20,5,0,0,25,80,36,120,30
756,Colorado,2004,3,9,1,0,0,10,35,14,10,0,0,24,65,34,100,34
757,Connecticut,2004,7,6,2,0,0,8,36,29,18,0,0,47,151,55,187,29.4
758,Deleware,2004,8,4,3,0,0,7,21,4,7,0,0,11,41,18,62,29
759,Florida,2004,20,5,5,0,0,10,40,15,15,0,0,30,120,40,160,25
760,Georgia,2004,25,11,2,0,0,13,56,28,10,0,0,38,180,51,236,21.6
761,Hawaii,2004,15,7,0,0,0,7,25,8,6,0,0,14,51,21,76,27.6
762,Idaho,2004,19,1,2,0,0,3,35,8,16,0,0,24,70,27,105,25.7
763,Illinois,2004,11,9,4,0,0,13,59,24,13,0,0,37,118,50,177,28.2
764,Indiana,2004,36,7,6,0,0,13,50,7,7,0,0,14,100,27,150,18
765,Iowa,2004,26,1,6,0,0,7,50,16,9,0,0,25,100,32,150,21.3
766,Kansas,2004,13,3,7,0,0,10,40,17,19,0,0,36,125,46,165,27.9
767,Kentucky,2004,48,0,4,0,0,4,38,9,2,0,0,11,100,15,138,10.9
768,Louisiana,2004,39,5,1,0,0,6,39,13,5,0,0,18,105,24,144,16.7
769,Maine,2004,18,9,4,0,0,13,35,26,11,0,0,37,151,50,186,26.9
770,Maryland,2004,2,12,3,0,0,15,47,38,11,0,0,49,141,64,188,34
771,Massachusetts,2004,20,10,1,0,0,11,40,33,6,0,0,39,160,50,200,25
772,Michigan,2004,23,5,6,0,0,11,38,15,9,0,0,24,110,35,148,23.6
773,Minnesota,2004,17,11,11,1,0,23,67,16,16,0,0,32,134,55,201,27.4
774,Mississippi,2004,47,4,0,0,0,4,52,13,5,0,0,18,122,22,174,12.6
775,Missouri,2004,27,4,3,0,0,7,34,24,11,0,0,35,163,42,197,21.3
776,Montana,2004,22,7,1,0,0,8,50,19,10,0,0,29,100,37,150,24.7
777,Nebraska*,2004,35,0,0,0,0,9,49,0,0,0,0,0,0,9,49,18.4
778,Nevada,2004,10,4,3,0,0,7,21,8,3,0,0,11,42,18,63,28.6
779,New Hampshire,2004,16,2,2,0,0,4,24,61,52,0,0,113,400,117,424,27.6
780,New Jersey,2004,43,4,2,0,0,6,40,10,3,0,0,13,80,19,120,15.8
781,New Mexico,2004,5,7,5,0,0,12,42,12,10,0,0,22,70,34,112,30.4
782,New York,2004,24,6,5,0,0,11,62,29,8,0,0,37,150,48,212,22.6
783,North Carolina,2004,29,5,2,0,0,7,50,18,11,0,0,29,120,36,170,21.2
784,North Dakota,2004,40,3,2,0,0,5,47,6,12,0,0,18,94,23,141,16.3
785,Ohio,2004,28,3,1,0,0,4,33,12,12,0,0,24,99,28,132,21.2
786,Oklahoma,2004,46,6,2,0,0,8,48,5,6,0,0,11,101,19,149,12.8
787,Oregon,2004,9,6,1,0,0,7,30,10,9,0,0,19,60,26,90,28.9
788,Pennsylvania,2004,45,5,3,0,0,8,50,10,18,0,0,28,203,36,253,14.2
789,Rhode Island,2004,31,7,2,0,0,9,38,11,3,0,0,14,75,23,113,20.4
790,South Carolina,2004,50,2,0,0,0,2,46,8,6,0,0,14,124,16,170,9.4
791,South Dakota,2004,42,0,4,0,0,4,35,4,9,0,0,13,70,17,105,16.2
792,Tennessee,2004,38,4,1,0,0,5,33,12,6,0,0,18,99,23,132,17.4
793,Texas,2004,33,2,2,0,0,4,31,11,20,0,0,31,150,35,181,19.3
794,Utah,2004,30,3,2,0,0,5,29,7,10,0,0,17,75,22,104,21.2
795,Vermont,2004,4,8,1,0,0,9,30,26,19,1,1,47,150,56,180,31.1
796,Virginia,2004,44,7,1,0,0,8,40,6,6,0,0,12,100,20,140,14.3
797,Washington,2004,1,16,5,0,0,21,49,20,11,0,0,31,98,52,147,35.4
798,West Virginia,2004,34,1,4,0,0,5,34,14,6,0,0,20,100,25,134,18.7
799,Wisconsin,2004,12,3,6,0,0,9,33,13,15,0,0,28,99,37,132,28
800,Wyoming,2004,37,4,2,0,0,6,30,6,4,0,0,10,60,16,90,17.8
801,Alabama,2003,49,2,1,0,0,3,35,9,2,0,0,11,105,14,140,10
802,Alaska,2003,30,3,0,1,0,4,20,3,5,0,0,8,40,12,60,20
803,Arizona,2003,13,3,5,0,0,8,30,8,9,0,0,17,60,25,90,27.8
804,Arkansas,2003,40,5,2,0,0,7,35,9,6,0,0,15,100,22,135,16.3
805,California,2003,6,11,0,0,0,11,40,20,5,0,0,25,80,36,120,30
806,Colorado,2003,2,8,1,0,0,9,35,14,10,0,0,24,65,33,100,33
807,Connecticut,2003,8,6,2,0,0,8,36,29,18,0,0,47,151,55,187,29.4
808,Deleware,2003,9,4,3,0,0,7,21,4,7,0,0,11,41,18,62,29
809,Florida,2003,22,5,5,0,0,10,40,15,14,0,0,29,120,39,160,24.4
810,Georgia,2003,26,11,2,0,0,13,56,30,8,0,0,38,180,51,236,21.6
811,Hawaii,2003,14,7,0,0,0,7,25,8,6,0,0,14,51,21,76,27.6
812,Idaho,2003,20,1,3,0,0,4,35,8,15,0,0,23,70,27,105,25.7
813,Illinois,2003,16,8,3,0,0,11,59,23,14,0,0,37,118,48,177,27.1
814,Indiana,2003,36,7,6,0,0,13,50,7,7,0,0,14,100,27,150,18
815,Iowa,2003,27,1,6,0,0,7,50,16,9,0,0,25,100,32,150,21.3
816,Kansas,2003,11,3,8,0,0,11,40,16,19,0,0,35,125,46,165,27.9
817,Kentucky,2003,48,0,4,0,0,4,38,9,2,0,0,11,100,15,138,10.9
818,Louisiana,2003,42,3,0,0,0,3,39,14,6,0,0,20,105,23,144,16
819,Maine,2003,17,9,4,0,0,13,35,26,11,0,0,37,151,50,186,26.9
820,Maryland,2003,3,12,3,0,0,15,47,37,10,0,0,47,141,62,188,33
821,Massachusetts,2003,19,11,1,0,0,12,40,34,6,0,0,40,160,52,200,26
822,Michigan,2003,23,5,6,0,0,11,38,15,9,0,0,24,110,35,148,23.6
823,Minnesota,2003,15,11,11,1,0,23,67,16,16,0,0,32,134,55,201,27.4
824,Mississippi,2003,46,6,0,0,0,6,52,12,4,0,0,16,122,22,174,12.6
825,Missouri,2003,28,4,3,0,0,7,34,24,11,0,0,35,163,42,197,21.3
826,Montana,2003,21,7,1,0,0,8,50,19,10,0,0,29,100,37,150,24.7
827,Nebraska*,2003,35,0,0,0,0,9,49,0,0,0,0,0,0,9,49,18.4
828,Nevada,2003,10,4,3,0,0,7,21,8,3,0,0,11,42,18,63,28.6
829,New Hampshire,2003,14,2,2,0,0,4,24,61,52,0,0,113,400,117,424,27.6
830,New Jersey,2003,39,3,2,0,0,5,40,10,5,0,0,15,80,20,120,16.7
831,New Mexico,2003,7,7,5,0,0,12,42,11,10,0,0,21,70,33,112,29.5
832,New York,2003,25,6,5,0,0,11,62,27,8,0,0,35,150,46,212,21.7
833,North Carolina,2003,29,5,2,0,0,7,50,17,11,0,0,28,120,35,170,20.6
834,North Dakota,2003,44,3,2,0,0,5,47,6,11,0,0,17,94,22,141,15.6
835,Ohio,2003,33,2,0,0,0,2,33,12,11,0,0,23,99,25,132,18.9
836,Oklahoma,2003,47,4,2,0,0,6,48,6,5,0,0,11,101,17,149,11.4
837,Oregon,2003,4,6,2,0,0,8,30,11,9,0,0,20,60,28,90,31.1
838,Pennsylvania,2003,45,5,3,0,0,8,50,10,17,0,0,27,203,35,253,13.8
839,Rhode Island,2003,32,7,2,0,0,9,38,10,3,0,0,13,75,22,113,19.5
840,South Carolina,2003,50,2,0,0,0,2,46,7,7,0,0,14,124,16,170,9.4
841,South Dakota,2003,41,0,4,0,0,4,35,4,9,0,0,13,70,17,105,16.2
842,Tennessee,2003,38,4,1,0,0,5,33,12,6,0,0,18,99,23,132,17.4
843,Texas,2003,32,2,2,0,0,4,31,11,20,0,0,31,150,35,181,19.3
844,Utah,2003,24,3,2,0,0,5,29,7,11,0,0,18,75,23,104,22.1
845,Vermont,2003,5,8,1,0,0,9,30,26,19,0,1,46,150,55,180,30.6
